timestamp;URL;beschreibung;evt_count_pm_sig;ga_cd_application_requirements;ga_cd_cxp_historicallisting;ga_cd_developer_virtualreality;ga_cd_maillead_default_shown;ga_cd_via;geo_bln;geo_krs;geo_land;geo_plz;lat;long;obj_ExclusiveExpose;obj_assistedLiving;obj_balcony;obj_barrierFree;obj_baseRent;obj_baseRentRange;obj_cId;obj_cellar;obj_condition;obj_cwId;obj_depositLink;obj_energyEfficiencyClass;obj_energyType;obj_firingTypes;obj_floor;obj_galleryAd;obj_garden;obj_groupnumber;obj_hasKitchen;obj_heatingCosts;obj_heatingType;obj_houseNumber;obj_immotype;obj_interiorQual;obj_ityp;obj_lastRefurbish;obj_lift;obj_livingSpace;obj_livingSpaceRange;obj_newlyConst;obj_noParkSpaces;obj_noRooms;obj_noRoomsRange;obj_numberOfFloors;obj_objectnumber;obj_petsAllowed;obj_picture;obj_picturecount;obj_pricetrend;obj_pricetrendbuy;obj_pricetrendrent;obj_regio1;obj_regio2;obj_regio3;obj_scoutId;obj_serviceCharge;obj_street;obj_streetPlain;obj_telekomDownloadSpeed;obj_telekomHdTelephone;obj_telekomHybridDownloadSpeed;obj_telekomHybridUploadSpeed;obj_telekomInternet;obj_telekomInternetProductAvailable;obj_telekomInternetProductName;obj_telekomInternetServices;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetUrl;obj_telekomInternetUrlMobile;obj_telekomTrackingGroup;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_thermalChar;obj_totalRent;obj_typeOfFlat;obj_yearConstructed;obj_yearConstructedRange;obj_zipCode
2020-01-01 23:44:37.003366;/expose/114559857;['Die Engelsgärten, eine grüne Oase in Leipzig-Engelsdorf.\nDas Objekt wurde 2019 liebevoll und komplett saniert.', 'In allen Wohnräumen und dem Flur ist Parkett verlegt. Die Küche und das Bad sind gefliest. Das Bad verfügt über eine Dusche und ist innenliegend mit Oberlicht. Von der Küche haben Sie den Zugang zum Balkon. \nKabel- und Telefonanschlüsse sind vorhanden. Zur Wohnung gehört ein Mietkelleranteil und ausserhalb Ihres Wohnbereiches gibt es eine Abstellkammer.', 'Viele Einkaufsmöglichkeiten für den täglichen Bedarf sind vorhanden. Einige Kinderbetreuungsstätten sowie Arztpraxen in unmittelbarer Nähe sind ein weiteres Plus für die Wohnanlage.\nDas denkmalgeschützte Wohnensemble besticht mit einem parkähnlichen, gepflegten\nInnenhof mit Spielplatz und Bänken.\nJe nach Verfügbarkeit, ist die Anmietung eines Stellplatzes für 30,00 Euro/Monat möglich.', 'Besichtigungen sind am Sonntag den 12.01.2020 jeweils von 10.00-12.00 Uhr möglich.\nBitte vereinbaren Sie mit unserem Büro einen persönlichen Besichtigungstermin unter 0341/8632615.'];showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04319;51,33632600992445;12,475866212499774;false;n;y;n;460;3;677148;y;first_time_use_after_refurbishment;001.677148;y;;;gas;0;;n;;n;;gas_heating;3;wohnung_miete;sophisticated;0,active;2019;n;46;2;n;1;2;2;3;114559857;no_information;https://pictures.immobilienscout24.de/listings/3217d074-51fd-4d65-bc05-2f062a1122c2-1340524922.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;2.81;11.88;2.81;Sachsen;Leipzig;Engelsdorf;114559857;101.46;Klingerplatz;Klingerplatz;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;561.46;apartment;1929;1;04319
2020-01-01 23:44:37.842055;/expose/114561835;['Die Engelsgärten, eine grüne Oase in Leipzig-Engelsdorf.\nDas Objekt wurde 2019 liebevoll und komplett saniert.', 'In allen Wohnräumen und dem Flur ist Parkett verlegt. Die Küche und das Bad sind gefliest. Das Bad verfügt über eine Dusche, Wanne und Fenster. Von der Küche haben Sie den Zugang zum Balkon. \nKabel- und Telefonanschlüsse sind vorhanden. Zur Wohnung gehört ein Mietkelleranteil und ausserhalb Ihres Wohnbereiches gibt es eine Abstellkammer.', 'Viele Einkaufsmöglichkeiten für den täglichen Bedarf sind vorhanden. Einige Kinderbetreuungsstätten sowie Arztpraxen in unmittelbarer Nähe sind ein weiteres Plus für die Wohnanlage.\nDas denkmalgeschützte Wohnensemble besticht mit einem parkähnlichen, gepflegten\nInnenhof mit Spielplatz und Bänken.\nJe nach Verfügbarkeit, ist die Anmietung eines Stellplatzes für 30,00 Euro/Monat möglich.', 'Besichtigungen sind am Sonntag den 12.01.2020 jeweils von 10.00-12.00 Uhr möglich.\nBitte vereinbaren Sie mit unserem Büro einen persönlichen Besichtigungstermin unter 0341/8632615.'];showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04319;51,33632600992445;12,475866212499774;false;n;y;n;947;6;677148;y;first_time_use_after_refurbishment;001.677148;y;;;gas;2;;n;;n;;gas_heating;3;wohnung_miete;sophisticated;0,active;2019;n;94.7;4;n;1;4;4;3;114561835;no_information;https://pictures.immobilienscout24.de/listings/b1297c53-6822-4849-9a81-0d14247e0b23-1340496935.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;2.81;11.88;2.81;Sachsen;Leipzig;Engelsdorf;114561835;208.54;Klingerplatz;Klingerplatz;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;1155.54;apartment;1936;1;04319
2020-01-01 23:44:43.682992;/expose/114562306;['In ruhiger und zugleich zentrumsnaher Lage befindet sich das in 2016 aufwändig sanierte, imposante Mehrfamilienhaus, welche die hier angebotene 2-Zimmer-Wohnung im Dachgeschoss beherbergt.\n\nSie erreichen die ca. 67 m² große Einheit über das historische Treppenhaus mit Spindeltreppe oder alternativ -ganz bequem- über den Aufzug. \n\nÜber das Entree gelangen Sie in den großzügigen und lichtdurchfluteten Wohnbereich mit offener Küche. Von hier aus gelangen Sie auf den Balkon, welcher über eine südwestliche Ausrichtung verfügt.\n\nIm geräumigen Schlafbereich können Sie sich in den Abendstunden in Ruhe zurückziehen. Das Tageslichtbadezimmer verfügt über eine Badewanne und lädt zum Entspannen ein. Stilvolle Fliesenelemente und edle Armaturen runden das Angebot ab.\n\nAlle Wohnbereiche sind mit hochwertigem Echtholzparkettboden ausgestattet. Die integrierte Fußbodenheizung sorgt für eine warme Atmosphäre in der gesamten Wohnung.\n\nZwei Abstellkammern sowie ein Kellerabteil bieten Ihnen ausreichend Stauraum.\n\nFazit: Nutzen Sie diese Chance für diese Traumwohnung!\n\nGern stehen wir Ihnen mit weiteren Informationen und einem Besichtigungstermin zur Verfügung: 0341-9004400.\n\n* Bitte haben Sie Verständnis, dass wir aktuell keine Innenaufnahmen der Wohnung veröffentlichen können, da diese noch bis zum 31.12.2019 bewohnt ist.', '- Balkon mit Südwest-Ausrichtung\n- Aufzug\n- großer Wohn-/Kochbereich\n- hochwertiges Badezimmer mit Fenster, Badewanne und WM-Anschluss\n- Parkettboden\n- Fußbodenheizung\n- Deckenspots im Flurbereich\n- 2 Abstellkammern\n- Kellerraum', 'Wer hat nicht schon von ihr gehört? Die deutschlandweit als kultureller Schmelztiegel bekannte Eisenbahnstraße bildet die Hauptverkehrsader des im Leipziger Osten gelegenen Stadtteils Neustadt-Neuschönefeld und führt von hier geradewegs in das Herz der Messestadt.\n\nTrotz einer ansehnlichen Mischung aus Gründerzeit-, Neubau- und Plattenarchitektur weiß das infrastrukturell hervorragend erschlossene Viertel mit vergleichsweise fairen Preisen vor allem Studenten und jungen Familien zu gefallen.\n\nDementsprechend versprühen auch die Ladenzeilen ein kosmopolites Flair im relativ kleinen aber dennoch abwechslungsreichen Neustadt-Neuschönefeld: Zahlreiche Obst- und Gemüsehändler, orientalische und russische Delikatess-Geschäfte sowie gastronomische Einrichtungen verschiedenster nationaler Herkunft reihen sich dicht aneinander – hier wird Multikulti gelebt!\nMehrere Kindertagesstätten, Schulen und Ärzte befinden sich zudem im Viertel oder in unmittelbarer Umgebung.\n\nFür Erholung sorgen der Stadtteilpark Rabet sowie sich immer wieder durch das Quartier ziehende kleine Grünflächen.\n\nÜber die Bundesstraße B 6 und die Autobahn A 14 gelangt man zudem in Windeseile nach Kleinpösna, welches überregional für die hohe Wasserqualität der umliegenden Kiesgruben Bekanntheit genießt.'];showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04315;51,34559164516997;12,395396466485597;false;n;y;n;572.82;4;4832447;y;refurbished;001.4832447;n;;;no_information;6;;n;;n;;central_heating;6;wohnung_miete;sophisticated;0,active;;y;67.39;3;n;;2;2;;5812S-16;negotiable;https://pictures.immobilienscout24.de/listings/1150feb8-e749-42e9-b357-930ff91b0887-1338379229.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;4.81;14.57;4.81;Sachsen;Leipzig;Neustadt_Neuschönefeld;114562306;168.48;"Melanchthonstra&szlig;e";Melanchthonstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;741.3;roof_storey;1900;1;04315
2020-01-01 23:44:50.567912;/expose/114562016;"['voll sanierter Altbau; wunderschönes, stilvolles Treppenhaus; Wohnung mit großem Balkon mit Blick ins Grüne; Küche mit Ausgang zum Balkon, Bad mit Wanne und Gäste WC mit Fenster, drei Zimmer, Abstellraum, drei große, sehr helle Zimmer', '- überarbeitete Originaltüren\n- zwei Balkone\n- Parkettboden (teilw. Stein und Fliesen - Bad und Küche)', 'Die Waldstraße gehört zum ""Waldstraßenviertel"", dieses sowie die Gegend um Zentrum-West zählen zu den beliebtesten Wohngegenden Leipzigs. Der Leutzscher Wald und das Elsterflutbecken sind in unmittelbarer Nähe. Die öffentlichen Verkehrsmittel und die erforderlichen Einkaufsmöglichkeiten kann man schnell zu Fuß erreichen.', 'Alle Angaben und Preise sowie Reservierungen sind unverbindlich und gelten nur vorbehaltlich der Zustimmung des Eigentümers. Der Mietvertrag ist erst nach der Gegenzeichnung durch den Eigentümer rechtsgültig.']";;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04105;51,34715347526958;12,356577291083989;false;n;y;n;1100;7;5441818;y;fully_renovated;001.5441818;y;;;;3;;n;100;n;;central_heating;64;wohnung_miete;sophisticated;0,active;;n;130;6;n;;3;3;;A19_91;negotiable;https://pictures.immobilienscout24.de/listings/6c137ec0-df9e-4364-876c-8369b220c536-1337823823.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;20;4.3;15.29;4.3;Sachsen;Leipzig;Zentrum_Nordwest;114562016;270;"Waldstra&szlig;e";Waldstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;1370;apartment;;;04105
2020-01-01 23:44:51.426938;/expose/114564060;['Die Wohnung befindet sich im wunderschönen Leipziger Süden, in der Nähe des Bundesverwaltungsgerichtes. Der Clara-Zetkin Park ist innerhalb weniger Minuten zu Fuß zu erreichen. Weiterhin ist man auf Grund der zentralen Lage sowohl mit Bahn, als auch mit dem Auto gut angebunden. \n\nDie Wohnung überzeugt durch eine hochwertige Ausstattung sowie durch einen Parkettfußboden. Der ruhig gelegene Balkon lädt im Sommer zum verweilen ein. \n\nDa die Wohnung derzeit noch vermietet ist, stehen leider keine Fotos zur Verfügung. \nDie Einbauküche kann vom Vormieter übernommen werden. Die Kosten betragen mit Kühlschrank 800€, ohne Kühlschrank 600€. Die Küche wurde 2018 erst eingebaut und ist auf dem neusten technischen Stand. \n\nDie Wohnung kann nach Absprache mit dem derzeitigen Mieter besichtigt werden.'];showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04107;51,32868568371941;12,371995538554126;false;n;y;n;475;3;17114462;n;no_information;002.01007869807;y;;;no_information;2;;n;;n;;no_information;11;wohnung_miete;no_information;0,active;;n;55.85;2;n;;2;2;4;MW_4000;no_information;https://pictures.immobilienscout24.de/listings/40705730-ef92-450e-be42-af0757469d96-1335185528.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;4.55;15.7;4.55;Sachsen;Leipzig;Zentrum_Süd;114564060;150;"Flo&szlig;platz";Floßplatz;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;625;apartment;;;04107
2020-01-01 23:44:57.312370;/expose/114565978;"['Leben auf der Kultmeile ""Karli"". Ihr neues Zuhause befindet sich in einem attraktiven Neubau am Anfang der Karl-Liebknecht-Straße. Nachdem Sie ihr Auto in der Tiefgarage abgestellt haben, bringt Sie der Aufzug bequem bis auf die Etage. Die Wohnung betreten Sie über einen kleinen Garderobenbereich, von dem aus Sie ins Bad und das helle, zentrale Wohnzimmer mit Küchennische gelangen. Von hier geht es auch in das geräumige Schlafzimmer. Die ehemalige Küche wurde von den jetzigen Mietern zu einem kleinen Arbeitszimmer umgestaltet.\n\nVor Neubezug werden die Wände malermäßig überarbeitet und neues Laminat verlegt.\n\nVereinbaren Sie gleich einen Besichtigungstermin!', 'Die Wohnung liegt im Zentrum-Süd, nur ein Katzensprung südlich des Leipziger Innenstadtrings. In der Umgebung ist die komplette urbane Infrastruktur mit Einkaufs- und Dienstleistungseinrichtungen, Schulen, Kitas, medizinischer Versorgung und Anbindung an den ÖPNV vorhanden. Neben der City-Nähe zeichnet sich die Lage ebenfalls durch die kurze Entfernung zu den weitläufigen Grünanlagen des Clara-Zetkin-Parks und des Leipziger Auewald-Gürtels mit seinen vielfältigen Freizeitmöglichkeiten zu Land und zu Wasser aus. In wenigen Minuten erreichen Sie das Bundesverwaltungsgericht, das Landgericht und die Musikhochschule sowie die Universitätsbibliothek und die Hochschule für Graphik- und Buchkunst.\nEs gibt viele Gründe hierher zu ziehen!']";showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04107;51,33162996835622;12,374069342636343;false;n;n;n;576;4;16378737;n;fully_renovated;002.01003009980;y;C;energy_consumption;district_heating;4;;n;;y;;central_heating;1a;wohnung_miete;no_information;0,active;;y;72;3;n;1;3;3;;5718;no_information;https://pictures.immobilienscout24.de/listings/5bb7239c-d40b-4bfc-aa95-8fe06597232e-1339889050.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;4.55;15.7;4.55;Sachsen;Leipzig;Zentrum_Süd;114565978;154;"Karl-Liebknecht-Stra&szlig;e";Karl-Liebknecht-Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;81.62;730;apartment;1996;5;04107
2020-01-01 23:44:58.179515;/expose/114559084;['Die Engelsgärten, eine grüne Oase in Leipzig-Engelsdorf.\nDas Objekt wurde 2019 liebevoll und komplett saniert.', 'In allen Wohnräumen und dem Flur ist Parkett verlegt. Die Küche und das Bad sind gefliest. Das Bad verfügt über eine Dusche, Wanne und Fenster. Von der Küche haben Sie den Zugang zum Balkon. Die Küche ist offen.\nKabel- und Telefonanschlüsse sind vorhanden. Zur Wohnung gehört ein Mietkelleranteil und ausserhalb Ihres Wohnbereiches gibt es eine Abstellkammer.', 'Viele Einkaufsmöglichkeiten für den täglichen Bedarf sind vorhanden. Einige Kinderbetreuungsstätten sowie Arztpraxen in unmittelbarer Nähe sind ein weiteres Plus für die Wohnanlage.\nDas denkmalgeschützte Wohnensemble besticht mit einem parkähnlichen, gepflegten\nInnenhof mit Spielplatz und Bänken.\nJe nach Verfügbarkeit, ist die Anmietung eines Stellplatzes für 30,00 Euro/Monat möglich.', 'Besichtigungen sind am Sonntag den 12.01.2020 jeweils von 10.00-12.00 Uhr möglich.\nBitte vereinbaren Sie mit unserem Büro einen persönlichen Besichtigungstermin unter 0341/8632615.'];showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04319;51,33632600992445;12,475866212499774;false;n;y;n;898;6;677148;y;first_time_use_after_refurbishment;001.677148;y;;;gas;0;;n;;n;;gas_heating;3;wohnung_miete;sophisticated;0,active;2019;n;89.8;4;n;1;4;4;3;114559084;no_information;https://pictures.immobilienscout24.de/listings/7acd5ea1-e23d-48d6-9700-beffe7bd3023-1340528992.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;2.81;11.88;2.81;Sachsen;Leipzig;Engelsdorf;114559084;196.97;Klingerplatz;Klingerplatz;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;1094.97;apartment;1929;1;04319
2020-01-01 23:45:04.048652;/expose/114547627;['Es handelt sich um ein vollunterkellertes, denkmalgeschütztes Mehrfamilienhaus aus dem Jahr 1910 mit insgesamt 8 Wohneinheiten.', 'Die Wohnung wurde in 2019 komplett saniert und modernisiert (Wände, Decken, Bad, Heizung).\nTageslichtbad mit Wanne, Küche und Balkon.', 'Der Stadtteil Böhlitz Ehrenberg befindet sich ca. 5 km nordwestlich der Innenstadt von Leipzig entfernt.\n\nÖffentliche Einrichtungen sowie diverse Geschäfte sind ausreichend und in unmittelbarer Nähe vorhanden. \nDies betrifft die Erreichbarkeit des öffentlichen Personennahverkehrs, wie Straßenbahn, Bus, S-Bahn genauso, wie z.B. Schulen und Schwimmbäder.\n\nDas Objekt selbst befindet sich in einer ruhigen Nebenstraße.', 'Wir bitten um Verständnis, dass wir - im Interesse unserer Auftraggeber - Ihre Anfragen nur mit Angabe Ihrer vollständigen Kontaktdaten, incl. Adresse und Telefonnummer bearbeiten können. Ihre Anfragen werden selbstverständlich vertraulich behandelt und nicht an Dritte weitergegeben.\n\nHaftungsausschluss:\nDie hier gemachten Angaben beruhen auf Informationen des Eigentümers oder seiner Vertreter. Für die Richtigkeit und Vollständigkeit kann daher keine Haftung übernommen werden. Irrtümer und Zwischenverkauf bleiben vorbehalten.\n\nWir freuen uns auf Ihren Anruf.'];;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04178;51,3548641045473;12,291479189302567;false;n;y;n;456;3;5415103;y;first_time_use_after_refurbishment;001.5415103;y;D;energy_consumption;gas;3;;n;;n;;central_heating;3;wohnung_miete;normal;0,active;2019;n;67;3;n;;3;3;4;114547627;no_information;https://pictures.immobilienscout24.de/listings/5ec9b330-b480-46f8-9557-18f75b3b07aa-1334925913.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;2.91;14.84;2.91;Sachsen;Leipzig;Böhlitz_Ehrenberg;114547627;175;Carl-Hinne-Str;Carl-Hinne-Str;;;;;;;;;;;;;;;;109;631;roof_storey;;;04178
2020-01-01 23:45:04.893427;/expose/114561068;['Die Engelsgärten, eine grüne Oase in Leipzig-Engelsdorf.\nDas Objekt wurde 2019 liebevoll und komplett saniert.', 'In allen Wohnräumen und dem Flur ist Parkett verlegt. Die Küche und das Bad sind gefliest. Das Bad verfügt über eine Wanne+Dusche und ist innenliegend mit Oberlicht. Von der Küche haben Sie den Zugang zum Balkon. \nKabel- und Telefonanschlüsse sind vorhanden. Zur Wohnung gehört ein Mietkelleranteil und ausserhalb Ihres Wohnbereiches gibt es eine Abstellkammer.', 'Viele Einkaufsmöglichkeiten für den täglichen Bedarf sind vorhanden. Einige Kinderbetreuungsstätten sowie Arztpraxen in unmittelbarer Nähe sind ein weiteres Plus für die Wohnanlage.\nDas denkmalgeschützte Wohnensemble besticht mit einem parkähnlichen, gepflegten\nInnenhof mit Spielplatz und Bänken.\nJe nach Verfügbarkeit, ist die Anmietung eines Stellplatzes für 30,00 Euro/Monat möglich.', 'Besichtigungen sind am Sonntag den 12.01.2020 jeweils von 10.00-12.00 Uhr möglich.\nBitte vereinbaren Sie mit unserem Büro einen persönlichen Besichtigungstermin unter 0341/8632615.'];showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04319;51,33632600992445;12,475866212499774;false;n;y;n;616;5;677148;y;first_time_use_after_refurbishment;001.677148;y;;;gas;1;;n;;n;;gas_heating;3;wohnung_miete;sophisticated;0,active;2019;n;61.6;3;n;1;2;2;3;114561068;no_information;https://pictures.immobilienscout24.de/listings/e56c003b-a3e7-4465-a373-7bc26eda19a1-1340523525.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;2.81;11.88;2.81;Sachsen;Leipzig;Engelsdorf;114561068;137.35;Klingerplatz;Klingerplatz;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;753.35;apartment;1929;1;04319
2020-01-01 23:45:10.815761;/expose/114563243;['Das kleine aber feine Mehrfamilienhaus befindet sich in Burghausen/Rückmarsdorf.', 'Ihre neue 2-Raum-Wohnung befindet sich im 1. Obergeschoss und verfügt über eine Küche mit Fliesenspiegel, ein modern gefliestes Bad mit Dusche & Fenster, sowie über ein Wohnzimmer, ein Schlafzimmer und einen Flur. Alle Wohnräume und die Küche sind mit modernem Laminat, das Bad mit Bodenfliesen ausgestattet.', 'Das Mehrfamilienhaus befindet sich im beliebten Stadtteil Burghausen/Rückmarsdorf mit guter Verkehrsanbindung und unweit des Löwencenters mit tollen Einkaufsmöglichkeiten.', 'Mindestmietlaufzeit: 24 Monate'];showqualicontactform;profile0;false;;true;standard;Sachsen;Leipzig;Deutschland;04178;51,3546293806015;12,264199751941506;false;n;n;n;338;2;1631179;y;refurbished;001.1631179;n;;energy_consumption;gas;1;;y;1;n;50;central_heating;8;wohnung_miete;normal;0,active;;n;49.63;2;n;1;2;2;3;42.006.01;negotiable;https://pictures.immobilienscout24.de/listings/a8cf3b48-fc71-4aa0-b0f4-8e2195ec9770-1335178451.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;3.51;13.45;3.51;Sachsen;Leipzig;Burghausen_Rückmarsdorf;114563243;50;"Miltitzer Stra&szlig;e";Miltitzer_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;108.4;438;other;1932;1;04178
