timestamp;URL;beschreibung;evt_count_pm_sig;ga_cd_application_requirements;ga_cd_cxp_historicallisting;ga_cd_developer_virtualreality;ga_cd_maillead_default_shown;ga_cd_via;geo_bln;geo_krs;geo_land;geo_plz;lat;long;obj_ExclusiveExpose;obj_assistedLiving;obj_balcony;obj_barrierFree;obj_baseRent;obj_baseRentRange;obj_cId;obj_cellar;obj_condition;obj_cwId;obj_depositLink;obj_energyEfficiencyClass;obj_energyType;obj_firingTypes;obj_floor;obj_galleryAd;obj_garden;obj_groupnumber;obj_hasKitchen;obj_heatingCosts;obj_heatingType;obj_houseNumber;obj_immotype;obj_interiorQual;obj_ityp;obj_lastRefurbish;obj_lift;obj_livingSpace;obj_livingSpaceRange;obj_newlyConst;obj_noParkSpaces;obj_noRooms;obj_noRoomsRange;obj_numberOfFloors;obj_objectnumber;obj_petsAllowed;obj_picture;obj_picturecount;obj_pricetrend;obj_pricetrendbuy;obj_pricetrendrent;obj_regio1;obj_regio2;obj_regio3;obj_scoutId;obj_serviceCharge;obj_street;obj_streetPlain;obj_telekomDownloadSpeed;obj_telekomHdTelephone;obj_telekomHybridDownloadSpeed;obj_telekomHybridUploadSpeed;obj_telekomInternet;obj_telekomInternetProductAvailable;obj_telekomInternetProductName;obj_telekomInternetServices;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetUrl;obj_telekomInternetUrlMobile;obj_telekomTrackingGroup;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_thermalChar;obj_totalRent;obj_typeOfFlat;obj_yearConstructed;obj_yearConstructedRange;obj_zipCode
2020-01-01 23:49:16.668845;/expose/114495462;['Die Wohnung befindet sich auf dem ehemaligen Kasernengelände, welches zu Kaiserzeit errichtet wurde.\nDer gesamte Komplex wird, wie schon die benachbarten ehemaligen Kasernen, in ein attraktives Wohngebiet mit hochwertiger Ausstattung umfunktioniert.', 'Die modern geschnittene 5Raum Wohnung befindet sich im Wohnhaus 2 der König-Albert-Residenz und hat folgende Ausstattungsmerkmale:\n- Fußbodenheizung\n- Echtholzparkett\n- Loggia vom Wohnzimmer begehbar\n- Tageslichtbad mit  Wanne und Dusche\n- großzügiges Wohnzimmer mit offener Küche und toller Lichtdurchdringung', 'Wenn es ums Wohnen geht, ist der zentrumsnahe Stadtteil Gohlis begehrt. Repräsentative Architektur sowie weitläufige Parks machen den Charme des Stadtteils aus.\nDie Anbindung an die Autobahn A14 erreicht man in wenigen Minuten.\nFußläufig gelangt man zur S-Bahnhaltestelle', 'Bei diesem Objekt handelt es sich um ein denkmalgeschütztes Objekt. Es gibt für Baudenkmale keine Pflicht zur Ausstellung von Energieausweisen entsprechend § 16 Absatz 4 EnEV.\n**********************************\n\nSie wünschen eine Besichtigung? \nKontaktieren Sie uns bitte unter: \n- 0341 - 355 71 82 - 0      (Office) \n- 0170 - 440 39 38            (Hr. Bettermann)\n- 0163 - 798 30 98           (Hr. Bertkow)\n*******************************\nweitere Angebote unter: www.leipzig-immo.de\n\n*******************************\nSie sind Eigentümer und möchten Ihre Immobilie erfolgreich verkaufen oder vermieten?\nDann sind Sie bei uns genau richtig.\nWir suchen bundesweit:\nImmobilienportfolios, Wohnanlagen, Mehrfamilienhäuser, Hotels, Eigentumswohnungen'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04157;51,370441760101;12,355378402575148;false;n;y;n;1506;8;735228;y;refurbished;001.735228;y;;;no_information;3;;y;4;n;;floor_heating;7;wohnung_miete;luxury;0,active;2017;y;150.61;6;n;1;5;5;3; L-USED-7-WH-2-WE-16;negotiable;https://pictures.immobilienscout24.de/listings/4898d01b-b047-4d57-b66c-e70a5362f8b4-1339841696.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;29;4.07;14.7;4.07;Sachsen;Leipzig;Gohlis_Mitte;114495462;346;Usedomer Str.;Usedomer_Str.;;;;;;;;;;;;;;;;;1852;maisonette;1900;1;04157
2020-01-01 23:49:17.128528;/expose/114495314;['Wir bieten hier eine helle und stilvolle 3-Raum-Wohnung in einem topsanierten Altbau. Dieses Gründerzeithaus wurde erstklassig saniert. Ein schmuckvolles Portal ziert den Hauseingang. Das Treppenhaus ist verziert mit Stuckelementen und Wandmalerei. Hinter dem Haus befindet sich ein kleiner Garten.', 'Die Wohnräume sowie der Flur sind mit hochwertigem Parkett ausgelegt. In Küche, Bad und Flur sind Downlights in die Decke eingelassen. Das Bad und die geräumige Küche wurden mit hochwertige Fliesen im modernen Design ausgestattet. Badarmaturen sind aus dem Hause GROHE. Die Terrasse ist von der Küche aus begehbar.', 'Das schöne Möckern befindet sich im Norden von Leipzig, die Auenlandschaft der Weißen Elster und der Luppe grenzen unmittelbar an. Durch verschiedene Straßenbahnen- und Buslinien befindet sich das Objekt in einer verkehrsgünstigen Lage sodass die Innenstadt in wenigen Minuten zu erreichen ist. Zahlreiche Kleingärten, vielseitige Einkaufsmöglichkeiten und ein umfangreiches Angebot an gastronomischen Einrichtungen befinden sich im Umkreis. Kostenfreie PKW-Parkmöglichkeiten direkt vor dem Haus sind vorhanden.', 'Bei diesem Objekt handelt es sich um ein denkmalgeschütztes Objekt. Es gibt für Baudenkmale keine Pflicht zur Ausstellung von Energieausweisen entsprechend § 16 Absatz 4 EnEV.\n**********************************\n\nSie wünschen eine Besichtigung? \nKontaktieren Sie uns bitte unter: \n- 0341 - 355 71 82 - 0      (Office) \n- 0170 - 440 39 38            (Hr. Bettermann)\n*******************************\nweitere Angebote unter: www.leipzig-immo.de\n\n*******************************\nSie sind Eigentümer und möchten Ihre Immobilie erfolgreich verkaufen oder vermieten?\nDann sind Sie bei uns genau richtig.\nWir suchen bundesweit:\nImmobilienportfolios, Wohnanlagen, Mehrfamilienhäuser, Hotels, Eigentumswohnungen'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04159;51,36782324253843;12,346975478177914;false;n;y;n;427;3;735228;y;refurbished;001.735228;y;;;gas;;;y;3;n;;central_heating;9a;wohnung_miete;sophisticated;0,active;2007;n;53.3;2;n;;3;3;4;L-M-NERN-9-a-W02;negotiable;https://pictures.immobilienscout24.de/listings/0c9038e9-b8cb-4c52-be5b-a1ffc9d298c7-1334167048.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;3.8;14.48;3.8;Sachsen;Leipzig;Möckern;114495314;126;"Nernststra&szlig;e";Nernststraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;553;terraced_flat;1912;1;04159
2020-01-01 23:49:17.514500;/expose/114603903;['Das liebevoll sanierte Mehrfamilienhaus befindet sich im Stadtteil Reudnitz-Thonberg, welcher durch die citynahe Lage und die optimalen Verkehrsanbindungen (Bus Straßenbahn, Taxi, Zug) sehr beliebt ist.', 'Die 3-RWG ist mit Laminat-/ Fliesenboden versehen. \n\nVom Flur aus kommen Sie in den lichtdurchfluteten Wohnbereich mit einer offenen Küche inkl. Einbauküche.\n\nDas Bad ist mit Dusche, Waschtisch und WC ausgestattet. Auf der obenen Etage befindet sich ein zusätzliches Tagelicht-Bad mit einer Eckbadewanne, Weiterhin ist ein Lift sowie ein Fahrradraum im Treppenhaus vorhanden, welcher das schöne Wohnungsangebot abrundet.', 'Die Bundesstraße B2 und Autobahn A38 sind bequem in nur wenigen Minuten mit dem PKW erreichbar. Somit ist diese Lage auch für Pendler sehr attraktiv.\n\nEs gibt in der unmittelbaren Umgebung diverse gastronomische Einrichtungen, zahlreiche Einkaufsmöglichkeiten, mehrere Grünanlagen, Schulen, Kindertagesstätten, Ärzte und kulturelle Einrichtungen, wie beispielsweise das Panometer. Die Uniklinik Leipzig ist innerhalb weniger Gehminuten erreichbar.  \n\nEbenfalls gelangen Sie mit Hilfe der öffentlichen Verkehrsmittel, PKW, Fahrand oder zu Fuß, in nur wenigen Minuten, in das beliebte Leipziger Stadtzentrum .', 'Alle Angaben in diesem Exposé wurden nach bestem Wissen und Gewissen des Eigentümers gemacht. Die Firma LE APIS Immobilien kann keine Gewährleistung für die Richtigkeit und Vollständigkeit der Angaben übernehmen. Fotos, Texte und Grafiken unterliegen dem Copyright der Firma LE APIS Immobilien.\n\n****************************\nSie haben auch (ein) Haus oder eine Eigentumswohnung in dieser Gegend zu verkaufen?\n\nBesuchen Sie unsere Tippgeberseite auf www.le-apis-immobilien.de\n\nGenau für Ihre Immobilie könnten wir den passenden Käufer haben!\nFragen Sie doch einfach mal nach unter: 034298-54907-0 oder senden Sie uns eine E-Mail an info@le-apis-immobilien.de\nFür Verkäufer kostenfrei.\n****************************'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04317;51,3310924091531;12,397187143926622;false;n;y;n;950;6;15917014;n;well_kept;002.01005253433;y;;energy_consumption;gas;;;n;1;y;;central_heating;18;wohnung_miete;sophisticated;0,active;2013;y;125;6;n;;3;3;5;473;negotiable;https://pictures.immobilienscout24.de/listings/52ee4e77-1bd7-4821-a296-0ee4ea08507a-1339750304.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;4.38;16.31;4.38;Sachsen;Leipzig;Reudnitz_Thonberg;114603903;350;"Volckmarstra&szlig;e";Volckmarstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;131;1300;roof_storey;1899;1;04317
2020-01-01 23:49:18.102703;/expose/114450460;['Ihre neue Wohnung befindet sich in einer ruhigen Seitenstraßen, in einem sanierten Altbau in der 3 Etage\n\nDer Garten kann mitgentutz werden.\nEin Kellerabteil gehört zur Wohnung. \n\nEs handelt sich hierbei um ein denkmalgeschütztes Objekt.', 'Es erwartet Sie eine helle und freundliche 2,5 Raumwohnung mit Laminatboden und einem besonderen Wohnraumschnitt. Neben dem Erkerwohnzimmer, welches sogleich mit Esszimmer ist, steht Ihnen noch ein Schlafzimmer sowie ein drittes kleineres Zimmer als Ankleide oder Büro zur Verfügung. Das Tageslichtbad wurde für Sie mit einer Wanne ausgestattet und die davor befindliche Küche bietet Platz für ein praktische Einbauküche.\n\n-2,5 Raumwohnung\n-3 Etage\n-geräumiges Erkerwohnzimmer\n-Schlafzimmer\n-kleineres Zimmer als Ankleide / Büro\n- Bad mit Fenster und Wanne \n-innenliegende Küche\n-Keller\n\nOriginalbilder', 'Ihre neue Wohnung befindet sich im Stadtteil Schönefeld-Abtnaundorf, nordöstlich vom Stadtzentrum entfernt. Die Infrastruktur ist optimal ausgebaut.', 'Bitte haben Sie Verständnis, das Alle Angaben zur Einheit und Mietpreis auf Auskünfte des Eigentümers bzw. Dritter beruhen und Änderungen vorbehalten sind. Für die Richtigkeit übernehmen wir keinerlei Haftung. Eine verbindliche Reservierung kann erst nach Zusage des Eigentümers bzw. Dritter erfolgen. Eine Zwischenvermietung bleibt solange leider vorbehalten.\nDer Schutz Ihrer personenbezogenen Daten ist uns wichtig. Wir weisen Sie deshalb darauf hin, dass es im Zuge des Vermietungsprozesses notwendig ist, personenbezogene Daten an die jeweilige Verwaltung / Eigentümer weiterzuleiten. Eine ordnungsgemäße Löschung nach Beendigung der Tätigkeit garantieren wir Ihnen.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04347;51,3569301716655;12,414427527388018;false;n;n;n;385;2;17274490;y;no_information;002.01007986381;y;NO_INFORMATION;energy_consumption;district_heating;3;;y;100;n;;central_heating;45;wohnung_miete;no_information;0,active;;n;61.13;3;n;;2.5;2;4;L_DW_Löb45_3mi_3RW-3;negotiable;https://pictures.immobilienscout24.de/listings/7f1e55ba-d2b4-441e-9bd6-b37c098804be-1333478190.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;3.52;14.9;3.52;Sachsen;Leipzig;Schönefeld_Abtnaundorf;114450460;134;"L&ouml;bauer Str";Löbauer_Str;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;79.8;519;apartment;1900;1;04347
2020-01-01 23:49:18.546730;/expose/114495734;['Das Gründerzeithaus wurde liebevoll und umfassend  nach neusten Standards saniert. Der durchdachte und teilweise geöffnete Zuschnitt der Wohnräume gewährleistet eine hohe Funktionalität. Das historische Treppenhaus wurde aufwendig rekonstruiert. Der Innenhof wurde begrünt und lädt zum verweilen ein.\n\n', '- Bad mit Wanne, Dusche und Fenster\n- Fußbodenheizung im Bad\n- Gäste-WC\n- offene Küche\n- Echtholzparkett\n- Balkon\n- Lift\n- Außenstellplatz möglich', 'Dem innovativen Geist der Gründerzeit-Epoche verdankt dieser Stadtteil bis heute seine großbürgerliche und repräsentative Erscheinung. Das Zentrum-Süd grenzt unmittelbar an das Innenstadtzentrum. Die angrenzenden Naherholungsgebiete Fockeberg und\nAuenwald sowie sämtliche Versorgungseinrichtungen machen den Standort sehr attraktiv.\n', 'Bei diesem Objekt handelt es sich um ein denkmalgeschütztes Objekt. Es gibt für Baudenkmale keine Pflicht zur Ausstellung von Energieausweisen entsprechend § 16 Absatz 4 EnEV.\n**********************************\n\nSie wünschen eine Besichtigung?\nKontaktieren Sie uns bitte unter:\n- 0341 - 355 71 82 - 0 (Office)\n- 0170 - 440 39 38 (Hr. Bettermann)\n*******************************\nweitere Angebote unter: www.leipzig-immo.de\n\n*******************************\nSie sind Eigentümer und möchten Ihre Immobilie erfolgreich verkaufen oder vermieten?\nDann sind Sie bei uns genau richtig.\nWir suchen bundesweit:\nImmobilienportfolios, Wohnanlagen, Mehrfamilienhäuser, Hotels, Eigentumswohnungen\n'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04107;51,3291671934586;12,378505653030361;false;n;y;n;1161;7;735228;y;refurbished;001.735228;y;B;energy_required;district_heating;1;;n;4;n;;central_heating;16;wohnung_miete;sophisticated;0,active;2016;y;129;6;n;1;4;4;4;LC-HO-16-WE03;negotiable;https://pictures.immobilienscout24.de/listings/f6d85eb2-a635-4bf2-ab9e-5b366f2755e9-1334170949.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;4.55;15.7;4.55;Sachsen;Leipzig;Zentrum_Süd;114495734;283;"Hohe Stra&szlig;e";Hohe_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;68.1;1444;apartment;;;04107
2020-01-01 23:49:18.910581;/expose/113880878;['2 Zimmer\nBalkon 2.Etage\nLaminat\nBadewanne\nWM-Anschluss im Bad\nBad mit Fenster\nKellerabteil\ngrüner Hof\nKabel DE\nkein Aufzug\nverfügbar ab 01.11.2019', 'Das Objekt befindet sich in Leipzigs Norden, im Stadtteil Möckern. Die S-Bahn befindet sich in unmittelbarer Nähe, ebenso wie diverse Einkaufmöglichkeiten in der AXIS-Passage. Auch die Tram ist in wenigen Gehminuten erreichbar. So sind Sie schnell in der Innenstadt.\nMöckerns liegt in ummittelbarer Nähe der Auenlandschaft der Weißen Elster und der Luppe.', 'Alle Angaben zum Objekt und dem Mietpreis sowie Größen der Wohnungen beruhen auf den Angaben des Eigentümers. Für die Richtigkeit übernehmen wir keine Gewährleistung. \n\nLEIPZIG | estate Immobilienmakler in Leipzig'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04159;51,3696990653422;12,340287143570446;false;n;y;n;357;2;278877;n;refurbished;001.278877;n;;;gas;2;;n;;n;;central_heating;5;wohnung_miete;no_information;0,active;1999;n;61.58;3;n;;2;2;;HSCFe5WE09;negotiable;https://pictures.immobilienscout24.de/listings/c2f76a68-26fc-4cda-b50c-5d3142de4f86-1325018883.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;3.8;14.48;3.8;Sachsen;Leipzig;Möckern;113880878;130;"Christian-Ferkel-Stra&szlig;e";Christian-Ferkel-Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;487;apartment;1900;1;04159
2020-01-01 23:49:19.353650;/expose/113984865;['Das Gründerzeithaus wurde liebevoll und umfassend  nach neusten Standards saniert. Der durchdachte und teilweise geöffnete Zuschnitt der Wohnräume gewährleistet eine hohe Funktionalität. Das historische Treppenhaus wurde aufwendig rekonstruiert. Der Innenhof wurde begrünt und lädt zum verweilen ein.\n\n', '- Bad mit Wanne, Dusche und Fenster\n- Fußbodenheizung im Bad\n- Gäste-WC\n- offene Küche\n- Echtholzparkett\n- Balkon\n- Lift\n- Außenstellplatz möglich', 'Dem innovativen Geist der Gründerzeit-Epoche verdankt dieser Stadtteil bis heute seine großbürgerliche und repräsentative Erscheinung. Das Zentrum-Süd grenzt unmittelbar an das Innenstadtzentrum. Die angrenzenden Naherholungsgebiete Fockeberg und\nAuenwald sowie sämtliche Versorgungseinrichtungen machen den Standort sehr attraktiv.\n', 'Besichtigung unter: 0341 - 355 71 82 - 0 oder 0170 - 440 39 38\nweitere Angebote unter: www.leipzig-immo.de\n'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04107;51,3291671934586;12,378505653030361;false;n;y;n;1161;7;735228;y;refurbished;001.735228;y;B;energy_required;district_heating;1;;n;4;n;;central_heating;16;wohnung_miete;sophisticated;0,active;2016;y;129;6;n;1;4;4;4;L-HOHE-16-WE3;negotiable;https://pictures.immobilienscout24.de/listings/57058191-4912-4f32-acac-c18950981a8b-1326558850.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;4.55;15.7;4.55;Sachsen;Leipzig;Zentrum_Süd;113984865;283;"Hohe Stra&szlig;e";Hohe_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;68.1;1444;apartment;;;04107
2020-01-01 23:49:20.241154;/expose/114495275;['Die Wohnung befindet sich auf dem ehemaligen Kasernengelände, welches zu Kaiserzeit errichtet wurde.\nDer gesamte Komplex wird, wie schon die benachbarten ehemaligen Kasernen, in ein attraktives Wohngebiet mit hochwertiger Ausstattung umfunktioniert.', 'Die modern geschnittene 4Raum Wohnung befindet sich im Wohnhaus 2 der König-Albert-Residenz und hat folgende Ausstattungsmerkmale:\n- Fußbodenheizung\n- Echtholzparkett\n- groß Terrasse vom Wohnzimmer begehbar\n- Bad mit Wanne, Dusche und Doppelwaschbecken\n- Gästebad mit Dusche und Fenster\n- großzügiges Wohnzimmer mit offener Küche', 'Wenn es ums Wohnen geht, ist der zentrumsnahe Stadtteil Gohlis begehrt. Repräsentative Architektur sowie weitläufige Parks machen den Charme des Stadtteils aus.\nDie Anbindung an die Autobahn A14 erreicht man in wenigen Minuten.\nFußläufig gelangt man zur S-Bahnhaltestelle', 'Bei diesem Objekt handelt es sich um ein denkmalgeschütztes Objekt. Es gibt für Baudenkmale keine Pflicht zur Ausstellung von Energieausweisen entsprechend § 16 Absatz 4 EnEV.\n**********************************\n\nSie wünschen eine Besichtigung?\nKontaktieren Sie uns bitte unter:\n- 0341 - 355 71 82 - 0 (Office)\n- 0170 - 440 39 38 (Hr. Bettermann)\n*******************************\nweitere Angebote unter: www.leipzig-immo.de\n\n*******************************\nSie sind Eigentümer und möchten Ihre Immobilie erfolgreich verkaufen oder vermieten?\nDann sind Sie bei uns genau richtig.\nWir suchen bundesweit:\nImmobilienportfolios, Wohnanlagen, Mehrfamilienhäuser, Hotels, Eigentumswohnungen'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04157;51,370599753232;12,356159519430676;false;n;y;n;1489;7;735228;y;refurbished;001.735228;y;;;no_information;1;;n;4;n;;floor_heating;1;wohnung_miete;sophisticated;0,active;2017;y;148.9;6;n;1;4;4;3;L-OLB-01-WH-3-WE-03;negotiable;https://pictures.immobilienscout24.de/listings/727ceba5-c2a3-47e6-9c1d-45060caea2a0-1334166674.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;4.07;14.7;4.07;Sachsen;Leipzig;Gohlis_Mitte;114495275;343;Olbrichtstr.;Olbrichtstr.;;;;;;false;;;;;;;;;;;1832;apartment;1900;1;04157
2020-01-01 23:49:20.609668;/expose/114495689;"['Das Gründerzeithaus wurde um 1905 erbaut und erstrahlt nach umfangreicher Sanierung in 2017 in neuem Glanz. Das historische Treppenhaus erhiet eine stilgerechte Restaurierung im Zusammenhang mit der Rekonstruktion der historischen Hauseingangs- und Wohnungstüren. Im Zuge dessen erfolgte der Einbau einer Gaszentralheizung in Brennwerttechnik zur Verringerung des Energieverbrauchs. Die Fenster wirken dabei unterstützend durch Einsatz von Isolierglas sowie eines Wärmeverbundsystems. Alle Bäder und Küchen wurden mit hochwertigen Sanitäranlagen, Wand- und Bodenbelägen ausgestattet. ', '* Parkett\n* Bad mit Halogen-Spots, Wanne, Dusche und WM-Anschluss\n* offene Küche und Bad mit hochwertigen Wand- und Bodenfliesen\n* Einsatz energiesparender Isolierglasfenster\n\n', 'Dieses historische Mehrfamilienhaus befindet sich im aufstrebenden Osten von Leipzig - im Stadtteil Sellerhausen.  Durch eine intakte Infrastruktur sind sowohl das etwa 3 km entfernte Stadtzentrum als auch andere Regionen schnell erreichbar. In naher Umgebung erstreckt sich der Stünzer Park sowie das Landschaftsschutzgebiet ""Östliche Rietzschke"". Umgeben vom grünen Idyll können Sie dem Alltagsstress entfliehen und pure Entspannung genießen. Trotz allem gibt es auch ausreichende Möglichkeiten für den Einkauf des täglichen Bedarfs. Für Familien ist der Zuzug auch sehr attraktiv durch die Nähe zu Kindergärten und Schulen. ', 'Bei diesem Objekt handelt es sich um ein denkmalgeschütztes Objekt. Es gibt für Baudenkmale keine Pflicht zur Ausstellung von Energieausweisen entsprechend § 16 Absatz 4 EnEV.\n**********************************\n\nSie wünschen eine Besichtigung? \nKontaktieren Sie uns bitte unter: \n- 0341 - 355 71 82 - 0      (Office) \n- 0170 - 440 39 38            (Hr. Bettermann)\n*******************************\nweitere Angebote unter: www.leipzig-immo.de\n\n*******************************\nSie sind Eigentümer und möchten Ihre Immobilie erfolgreich verkaufen oder vermieten?\nDann sind Sie bei uns genau richtig.\nWir suchen bundesweit:\nImmobilienportfolios, Wohnanlagen, Mehrfamilienhäuser, Hotels, Eigentumswohnungen\n']";showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04318;51,3400722055668;12,431557763255327;false;n;n;n;565;4;735228;y;refurbished;001.735228;y;;;gas;3;;y;3;y;;central_heating;2;wohnung_miete;sophisticated;0,active;2017;n;67.39;3;n;;2;2;4;L-ZWE-2-WE-9;negotiable;https://pictures.immobilienscout24.de/listings/5cdc6d53-9e5c-4f6c-838e-6ee787055189-1334170304.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;3.62;14.23;3.62;Sachsen;Leipzig;Sellerhausen_Stünz;114495689;169;"Zweenfurther Stra&szlig;e";Zweenfurther_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;734;apartment;1905;1;04318
2020-01-01 23:49:21.001241;/expose/114495405;['Die Wohnung befindet sich auf dem ehemaligen Kasernengelände, welches zu Kaiserzeit errichtet wurde.\nDer gesamte Komplex wird, wie schon die benachbarten ehemaligen Kasernen, in ein attraktives Wohngebiet mit hochwertiger Ausstattung umfunktioniert und somit einer friedlichen Nutzung zugeführt.', 'Die modern geschnittene 3Raum MaisonetteWohnung befindet sich im Wohnhaus 1 der König-Albert-Residenz und hat folgende Ausstattungsmerkmale:\n- Fußbodenheizung\n- Echtholzparkett\n- 2 Loggien/ Balkone\n- Masterbad mit Wanne und Dusche\n- Gästebad mit Dusche\n- großzügiges Wohnzimmer mit angrenzender Küche und toller Lichtdurchdringung + Zugang zur unteren Loggia\n- zweiter Loggia in oberer Ebene am Schlafzimmer', 'Wenn es ums Wohnen geht, ist der zentrumsnahe Stadtteil Gohlis begehrt. Repräsentative Architektur sowie weitläufige Parks machen den Charme des Stadtteils aus.\nDie Anbindung an die Autobahn A14 erreicht man in wenigen Minuten.\nFußläufig gelangt man zur S-Bahnhaltestelle', 'Bei diesem Objekt handelt es sich um ein denkmalgeschütztes Objekt. Es gibt für Baudenkmale keine Pflicht zur Ausstellung von Energieausweisen entsprechend § 16 Absatz 4 EnEV.\n**********************************\n\nSie wünschen eine Besichtigung? \nKontaktieren Sie uns bitte unter: \n- 0341 - 355 71 82 - 0      (Office) \n- 0170 - 440 39 38            (Hr. Bettermann)\n*******************************\nweitere Angebote unter: www.leipzig-immo.de\n\n*******************************\nSie sind Eigentümer und möchten Ihre Immobilie erfolgreich verkaufen oder vermieten?\nDann sind Sie bei uns genau richtig.\nWir suchen bundesweit:\nImmobilienportfolios, Wohnanlagen, Mehrfamilienhäuser, Hotels, Eigentumswohnungen'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04157;51,37062360834434;12,35541677738234;false;n;y;n;1166;7;735228;y;refurbished;001.735228;y;;;gas;1;;y;4;y;;floor_heating;3;wohnung_miete;luxury;0,active;2017;y;119.54;5;n;1;3;3;3;L-USED-3-WH-1-WE-18;negotiable;https://pictures.immobilienscout24.de/listings/0ad27baf-03f8-4dec-985c-6ccb45193eae-1339849745.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;30;4.07;14.7;4.07;Sachsen;Leipzig;Gohlis_Mitte;114495405;274.94;Usedomer  Str.;Usedomer__Str.;;;;;;;;;;;;;;;;;1440.94;maisonette;1900;1;04157
