timestamp;URL;beschreibung;evt_count_pm_sig;ga_cd_application_requirements;ga_cd_cxp_historicallisting;ga_cd_developer_virtualreality;ga_cd_maillead_default_shown;ga_cd_via;geo_bln;geo_krs;geo_land;geo_plz;lat;long;obj_ExclusiveExpose;obj_assistedLiving;obj_balcony;obj_barrierFree;obj_baseRent;obj_baseRentRange;obj_cId;obj_cellar;obj_condition;obj_cwId;obj_depositLink;obj_energyEfficiencyClass;obj_energyType;obj_firingTypes;obj_floor;obj_galleryAd;obj_garden;obj_groupnumber;obj_hasKitchen;obj_heatingCosts;obj_heatingType;obj_houseNumber;obj_immotype;obj_interiorQual;obj_ityp;obj_lastRefurbish;obj_lift;obj_livingSpace;obj_livingSpaceRange;obj_nbp;obj_newlyConst;obj_noParkSpaces;obj_noRooms;obj_noRoomsRange;obj_numberOfFloors;obj_objectnumber;obj_petsAllowed;obj_picture;obj_picturecount;obj_pricetrend;obj_pricetrendbuy;obj_pricetrendrent;obj_project_id;obj_regio1;obj_regio2;obj_regio3;obj_scoutId;obj_serviceCharge;obj_street;obj_streetPlain;obj_telekomDownloadSpeed;obj_telekomHdTelephone;obj_telekomHybridDownloadSpeed;obj_telekomHybridUploadSpeed;obj_telekomInternet;obj_telekomInternetProductAvailable;obj_telekomInternetProductName;obj_telekomInternetServices;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetUrl;obj_telekomInternetUrlMobile;obj_telekomTrackingGroup;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_thermalChar;obj_totalRent;obj_typeOfFlat;obj_yearConstructed;obj_yearConstructedRange;obj_zipCode
2020-01-01 15:30:51.453659;/expose/112795642;[];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04155;51,3607384288146;12,362617190636323;false;n;n;n;437.62;3;17433171;n;no_information;009.a9ca28de-7928-4b38-bda5-bf5c0b645d04;n;;;no_information;;;n;0;n;;;4;wohnung_miete;no_information;0,active;;n;58.35;2;;n;;2;2;;14;negotiable;https://pictures.immobilienscout24.de/listings/70f35dd7-579a-4d98-93c9-6960488330b4-1310236521.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;4.02;14.2;4.02;;Sachsen;Leipzig;Gohlis_Süd;112795642;128.37;"Wolfener Stra&szlig;e 4";Wolfener_Straße_4;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;565.99;apartment;;;04155
2020-01-01 15:30:52.494260;/expose/110663343;['Das Mehrfamilienhaus Sasstraße 5 wurde 2018/19 neu errichtet.', '* hochwertige, helle Einbauküche\n* strapazierfähiger Vinylboden in edler Holzoptik', 'Das Mehrfamilienhaus liegt zentrumsnah im schönen Stadtteil Gohlis-süd und ist optimal an den ÖPNV angebunden.\nDie Straßenbahnlinien 4, 10, 11, 12 befinden sich in unmittelbarer Nähe. Eine Fahrt zum Hauptbahnhof dauert nur 6 Minuten.\nDas Stadtzentrum, aber auch das Rosental oder den Leipziger Zoo erreicht man in wenigen Minuten zu Fuß. \nEin Supermarkt befindet sich direkt gegenüber, viele weitere Geschäfte befinden sich entlang der Georg-Schumann-Straße oder in den nahe gelegenen Gohlis-Arkaden.\nSämtliche universitäre Einrichtungen sind schnell per Bahn oder auch zu Fuß zu erreichen, somit ist die Wohnung auch für Studenten ideal.', 'Die Möbel auf den Fotos dienen nur zur Dekoration und sind nicht Bestandteil der Mietsache.\n\nMindestmietdauer: 2 Jahre\n\nAlle Angaben ohne Gewähr!'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04155;51,3616134163616;12,368655808750932;false;n;n;n;625;5;608120;y;mint_condition;001.608120;y;;energy_required;natural_gas_heavy;5;;n;;y;;gas_heating;5;wohnung_miete;sophisticated;0,active;;y;60.5;2;;n;;2;2;5;SAS5WE13;no_information;https://pictures.immobilienscout24.de/listings/6066624f-9877-4473-9625-b08294211cce-1317918545.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;4.08;14.2;4.08;;Sachsen;Leipzig;Gohlis_Süd;110663343;135;Sasstr.;Sasstr.;50 MBit/s;true;;;50 MBit/s;true;MagentaZuhause M;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/mm;https://padlock.link/iomm;telekom_layer_magenta_m;ONE_YEAR_FREE;10 MBit/s;25;760;roof_storey;2018;9;04155
2020-01-01 15:30:52.961960;/expose/105105103;['Die Wohnung liegt in der 4. Etage eines Mehrfamilienhauses. \r\nParken vor dem Haus ist ohne zeitliche Beschränkung möglich.\r\n\r\nBitte beachten Sie, dass das Objekt unter Denkmalschutz steht und daher von der Energieausweisplicht befreit ist.', 'Die Wohnung verfügt über folgende Ausstattungsmerkmale:\r\n\r\n- 2-Zimmer\r\n- 4. Obergeschoss\r\n- neu renoviert\r\n- neue, hochwertige Einbauküche\r\n- Laminat\r\n- Tageslichtbad mit Wanne\r\n- WS-Anschluss im Bad', 'Ruhige Seitenstraße, Einkaufsmöglich sowie Geschäfte des alltäglichen Bedarfs sind fußläufig erreichbar. Der Hauptbahnhof ist nur wenige Minuten entfernt.\r\nGünstige Verkehrsanbindung, TRAM-Haltestelle nur wenige Gehminuten entfernt.', 'Für weitere Informationen sowie zur Vereinbarung eines Besichtigungstermins steht Ihnen Frau Susanne Seltmann  unter 0341/35 52 15 63 oder 0172 3 64 17 29, gerne auch per WhatsApp, zur Verfügung.\r\nBesichtigungstermine sind nach Vereinbarung auch am Wochenende möglich.\r\n\r\nWir möchten Sie darauf hinweisen, dass für die ersten 12 Monate ein Kündigungsausschluss im Mietvertrag vereinbart wird.\r\n\r\nAlle Angaben beruhen auf uns erteilten Informationen nach bestem Wissen. Eine Haftung für Vollständigkeit, Richtigkeit und Aktualität dieser Angaben können wir jedoch nicht übernehmen. Das Angebot ist freibleibend, Irrtum und Zwischenvermietung vorbehalten. Sollte Ihnen unser Angebot durch Dritte unterbreitet worden sein, so bitten wir Sie um Benachrichtigung. Bitte führen Sie alle Verhandlungen ausschließlich über uns. Dieses Exposé ist eine Vorinformation, als Rechtsgrundlage gilt allein der abgeschlossene Mietvertrag. \r\n\r\nWir möchten laut aktueller Datenschutzgrundverordnung darauf hinweisen, dass Ihre bei uns gespeicherten Daten turnusmäßig einmal im Jahr durchgeführt wird, wenn es nicht zu einem Vertrag zwischen Ihnen und der R&M Die Makler GmbH gekommen ist.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04315;51,3468677967004;12,398669708851124;false;n;n;n;510;4;350526;n;well_kept;001.350526;y;;;no_information;4;disabled;n;1224;y;;central_heating;5;wohnung_miete;no_information;0,active;;n;68;3;;n;;2;2;4;M_1809_016;negotiable;https://pictures.immobilienscout24.de/listings/ea850232-335f-4579-8738-59e09a14c82f-1340714097.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;6.15;17.23;6.15;;Sachsen;Leipzig;Neustadt_Neuschönefeld;105105103;170;"Einertstra&szlig;e";Einertstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;680;apartment;1900;1;04315
2020-01-01 15:30:54.434101;/expose/113442046;['Unser vollständiges Wohnungsangebot in Leipzig und Umgebung finden Sie unter www.pisa-immobilien.de und \rweitere News unter https://www.facebook.com/PISA.IMMOBILIEN \r\rFür Rückfragen und Terminvereinbarungen stehen Ihnen die Makler der PISA IMMOBILIENMANAGEMENT GmbH - Co. KG gern zur Verfügung.\r', 'Gemütliche 1-RW im 3. OG mit folgender Ausstattung: \r\r- großes Wohn- / Schlafzimmer\r\r- Bad mit Wanne (ohne Fenster)\r\r- PVC-Belag in Laminatoptik\r\r- grüner Innenhof mit Spielplatz\r\r- kostenfreie Stellplätze', 'Ruhige, grün gelegene und günstige 1- bis 4-Raumwohnungen in der Zingsterstraße in Grünau nahe dem Kulkwitzer See sowie dem Allee-Center.\r\rUnsere Wohnungen befinden sich in gepflegten, familienfreundlichen Wohnanlagen mit Vorgärten, grünen Höfen und Kinderspielplätzen für Ihre Kleinen. Fußläufig erreichbar sind mehrere Einkaufsmöglichkeiten, KITAS, Schulen, Ärztehaus, Apotheke, Sanitätshaus, Bibliotheken, Schwimmhalle, u.v.m.\r\rDas Stadtzentrum erreichen Sie auf Grund der sehr guten Verkehrsanbindung in weniger als 30 Minuten mit öffentlichen Verkehrsmitteln, dem PKW oder dem Fahrrad.\r\rAusreichend PKW-Stellplätze stehen kostenfrei zur Verfügung.\r In der Nähe befindlich: Grundschule, Realschule, Gymnasium, Kindertagesstätte, Nahverkehrsanbindung, Einkaufsmöglichkeit\r', ' BODENBELAG:\rPVC\rBAD:\rBad mit Wanne, Innenliegendes Bad (kein Fenster), Boden: Fliesen/Stein\rKÜCHE:\rseparate Küche, Küche mit Fenster, Boden: PVC, Anschluss für Elektroherd, Anschluß für Geschirrspüler\rWASCHEN:\rAnschluss im Bad, Trockenraum (Keller), Anschluss in Küche\rWEITERES:\rZentralheizung, Abstell: Keller\rBitte haben Sie dafür Verständnis, dass alle Angaben und Preise sowie Reservierungen unverbindlich sind und immer nur vorbehaltlich der Zustimmung des Eigentümers gelten. Ein Rechtsanspruch auf ein Kauf- oder Mietvertrag kommt erst durch Gegenzeichnung des selbigen durch den Eigentümer zustande.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04207;51,3110256623247;12,263116221843182;true;n;n;n;215;1;5436764;y;no_information;001.5436764;n;;no_information;no_information;3;disabled;n;;n;55;central_heating;6;wohnung_miete;normal;0,active;;n;32.61;1;;n;;1;1;;140530-M-50/1190/6/3.2;no_information;https://pictures.immobilienscout24.de/listings/a0f84767-9336-4125-828d-74db4c77d7d3-1339296644.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;3.85;13.34;3.85;;Sachsen;Leipzig;Lausen_Grünau;113442046;60;"Zingster Stra&szlig;e";Zingster_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;330;no_information;1983;4;04207
2020-01-01 15:30:55.427197;/expose/113502671;['Das Wohngebäude liegt in einer kleinen Nebenstraße in Schönau und ist mit einem ansehlichen Innenhof ausgestattet - der über Spielmöglichkeiten und einen Wäscheplatz verfügt. Durch die gute Anbindung an das Nahverkehrsnetz (Bus und Bahn) ist man in wenigen Minuten in der Innenstadt von Leipzig. Als Einkaufsmöglichkeit bietet sich das PEP und das Allee Center an - mit seiner Vielzahl an Geschäften und Restaurants sowie einem Kino. Im Südwesten Grünaus gelegenen ist der Kulkwitzer See.', 'Wohnung mit Aussicht ins Grüne. Die 3 Zimmer mit großem Balkon sind für eine kleine Familie gut geeignet. Vor Einzug müssen noch kleine Sanierungsarbeiten erledigt werden, die ca. 6 Wochen in Anspruch nehmen. Eine Vermietung ist frühestens ab dem 01.02.2020 möglich.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04205;51,32870217242455;12,286928163507572;false;n;y;n;350;2;5415305;y;no_information;001.5415305;n;;;no_information;5;disabled;n;;n;78;;17;wohnung_miete;no_information;0,active;;n;68.68;3;;n;;3;3;6;134.2.15__3460--63;negotiable;https://pictures.immobilienscout24.de/listings/a536a673-03b6-453c-8113-8116ef0bc691-1321350224.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;3.27;14.28;3.27;;Sachsen;Leipzig;Schönau;113502671;80;"Sch&ouml;nauer Ring";Schönauer_Ring;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;;apartment;1981;4;04205
2020-01-01 15:30:57.172165;/expose/113341383;['Mietbeginn ab Dez./Jan./Feb. variabel nach Mieterwunsch. \nBesichtigung nach Vereinbarung möglich !\nNeubau mit 87 qualitativ hochwertigen \nWohnungen in Zentrumsnähe.\nDetails zu allen Wohnungen auf Anfrage', '- Zweitbezug als Penthouse im 6.OG (DG)\n- Einbauschränke im Eingangsbereich\nca. 60qm großes Wohnzimmer\n- Wohnung verfügt über eine ca. 21 qm Terrasse am Wohnzimmer zur Hofseite (SüdWestSeite)\n- Massivholzparkett Eiche im Flur und allen Räumen \n- Raumhöhe ca. 2,60m\n- getrennt individuell regelbare Fußbodenheizung in Küche, Bädern und allen Räumen\n- Dreifachverglasung der Holz/Alu-Fenster, ausgerüstet mit elektrischen Rollläden an der Außenseite,\n- zweites Bad mit großer Dusche\n- Gäste-WC\n- HWR mit Waschmaschinenanschluß \n- Internet-, TV- und Rundfunkanschluß (Breitbandkabel) in jedem Wohn- und Schlafraum,\n- Wohnung ausgestattet mit anthrazitfarbener Einbauküche mit allen Geräten von AEG: \nKühlschrank, Gefrierschrank, Geschirrspüler, Ceransherd, Backofen, Spüle, \n- modern gefliestes Master-Bad mit freistehender Wanne+ begehbarer großer Dusche sowie Waschtisch, WC und Wandspiegel und Fenster\n- dezentrale kontrollierte Lüftungsanlage\n- zusätzliche Klimageräte\n- Aufzug bis in die Tiefgarage\n- separater Kellerraum und Fahrradkeller in der Tiefgaragengeschoß-Ebene \n- Garagenstellplatz (Duplexsystem) kann zusätzlich angemietet werden (Miete 70€ monatlich)\n- Rauchmelder, digitale Schließanlage, \n- Klingel-Farbvideo-Gegensprechanlage, \n- Hausmeisterdienst vor Ort', 'In wenigen Gehminuten ist man direkt im Stadtzentrum. Gewandhaus, Oper, Uni, Passagen.\nIn unmittelbarer Umgebung ist mit der Tram  (Haltestelle Roßplatz oder Augustusplatz) eine optimale Anbindung in alle Richtungen gegeben.', 'Bei Interesse bitte Mail über das Kontaktformular senden oder direkt unter:\nvermietung@jnp-leipzig.de oder anrufen:\n030-257 67 77 12 Herr Mandel'];;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04103;51,336326344916;12,383025491620181;false;n;y;y;2791;9;47315;y;mint_condition;001.47315;n;A_PLUS;energy_required;environmental_thermal_energy;6;;n;;y;;district_heating;10;wohnung_miete;sophisticated;0,active;;y;207.4;7;;n;;4;4;6;GS10-6002 (WE87);negotiable;https://pictures.immobilienscout24.de/listings/49b58055-7403-4834-a72a-7b31a2f9152f-1317363015.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;33;4.84;16.45;4.84;;Sachsen;Leipzig;Zentrum_Südost;113341383;519;"Goldschmidtstra&szlig;e";Goldschmidtstraße;50 MBit/s;true;;;50 MBit/s;true;MagentaZuhause M;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/mm;https://padlock.link/iomm;telekom_layer_magenta_m;ONE_YEAR_FREE;10 MBit/s;14;3310;penthouse;2016;9;04103
2020-01-01 15:30:58.409887;/expose/113441999;['Unser vollständiges Wohnungsangebot in Leipzig und Umgebung finden Sie unter www.pisa-immobilien.de und \rweitere News unter https://www.facebook.com/PISA.IMMOBILIEN \r\rFür Rückfragen und Terminvereinbarungen stehen Ihnen die Makler der PISA IMMOBILIENMANAGEMENT GmbH - Co. KG gern zur Verfügung.\r', 'Familienwohnung im 2. OG mit folgender Ausstattung: \r\r- großzügiges Wohnzimmer\r\r- Schlafzimmer / Kinderzimmer\r\r- separate Küche\r\r- Bad mit Wanne (ohne Fenster)\r\r- PVC-Belag in Laminatoptik\r\r- grüner Innenhof\r\r- kostenfreie Stellplätze', 'Ruhige, grün gelegene und günstige 1- bis 4-Raumwohnungen in der Zingsterstraße in Grünau nahe dem Kulkwitzer See sowie dem Allee-Center.\r\rUnsere Wohnungen befinden sich in gepflegten, familienfreundlichen Wohnanlagen mit Vorgärten, grünen Höfen und Kinderspielplätzen für Ihre Kleinen. Fußläufig erreichbar sind mehrere Einkaufsmöglichkeiten, KITAS, Schulen, Ärztehaus, Apotheke, Sanitätshaus, Bibliotheken, Schwimmhalle, u.v.m.\r\rDas Stadtzentrum erreichen Sie auf Grund der sehr guten Verkehrsanbindung in weniger als 30 Minuten mit öffentlichen Verkehrsmitteln, dem PKW oder dem Fahrrad.\r\rAusreichend PKW-Stellplätze stehen kostenfrei zur Verfügung.\r In der Nähe befindlich: Grundschule, Realschule, Gymnasium, Kindertagesstätte\r', ' BODENBELAG:\rPVC\rBAD:\rBad mit Wanne, Innenliegendes Bad (kein Fenster), Boden: Fliesen/Stein\rKÜCHE:\rseparate Küche, Anschluss für Elektroherd, Boden: PVC\rWASCHEN:\rAnschluss im Bad, Trockenraum (Keller)\rWEITERES:\rBalkon, Zentralheizung, Abstell: Keller oder Bodenabteil\rBitte haben Sie dafür Verständnis, dass alle Angaben und Preise sowie Reservierungen unverbindlich sind und immer nur vorbehaltlich der Zustimmung des Eigentümers gelten. Ein Rechtsanspruch auf ein Kauf- oder Mietvertrag kommt erst durch Gegenzeichnung des selbigen durch den Eigentümer zustande.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04207;51,3126053386247;12,264067024778601;true;n;y;n;340.7;2;5436764;n;refurbished;001.5436764;n;;no_information;no_information;2;disabled;n;;n;90;central_heating;34;wohnung_miete;normal;0,active;;n;68.14;3;;n;;3;3;;140530-M-50/1190/34/2.1;no_information;https://pictures.immobilienscout24.de/listings/e483a1d3-f8a2-4c29-a656-029a0f0307f2-1339293669.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;3.85;13.34;3.85;;Sachsen;Leipzig;Lausen_Grünau;113441999;100;"Zingster Stra&szlig;e";Zingster_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;530.7;no_information;1983;4;04207
2020-01-01 15:31:00.071958;/expose/107962698;['Mietbeginn variabel nach Mieterwunsch. \nBesichtigung nach Vereinbarung möglich !\nNeubau mit 87 qualitativ hochwertigen \n2-, 3-, und 4-Zimmer-Wohnungen. \nDetails zu allen Wohnungen auf Anfrage', '- Erstbezugswohnung im Vorderhaus im 2.OG\n- Wohnung verfügt über einen ca.12 qm Balkon am Wohnzimmer zur Hofseite\n- Massivholzparkett Eiche im Flur und allen Räumen \n- Raumhöhe ca. 2,60m\n- getrennt individuell regelbare Fußbodenheizung in Küche, Bädern und allen Räumen\n- Dreifachverglasung der Holz/Alu-Fenster, ausgerüstet mit elektrischen Rollläden an der Außenseite,\n- Gäste-WC mit Dusche \n- Hauswirtschaftsraum mit Waschmaschinenanschluß \n- Internet-, TV- und Rundfunkanschluß (Breitbandkabel) in jedem Wohn- und Schlafraum,\n- Wohnung ausgestattet mit anthrazitfarbener Einbauküche mit allen Geräten von AEG: \nKühlschrank, Gefrierschrank, Geschirrspüler, Ceranherd, Backofen, Spüle, \n- modern gefliestes Bad mit Wanne+großer Dusche sowie Waschtisch, WC und Wandspiegel\n- dezentrale kontrollierte Lüftungsanlage\n- Aufzug in die Tiefgarage\n- separater Kellerraum und Fahrradkeller in der Tiefgaragengeschoß-Ebene \n- ein Garagenstellplatz (Duplexsystem) kann zusätzlich angemietet werden (Miete 70€ monatlich)\n- Rauchmelder, digitale Schließanlage, \n- Klingel-Farbvideo-Gegensprechanlage, \n- Hausmeisterdienst vor Ort', 'In wenigen Gehminuten ist man direkt im Stadtzentrum.\nIn unmittelbarer Umgebung ist mit der Tram  (Haltestelle Roßplatz oder Augustusplatz) eine optimale Anbindung in alle Richtungen gegeben.', 'Bei Interesse bitte Mail über das Kontaktformular senden oder direkt unter:\nvermietung@jnp-leipzig.de oder anrufen:\n030-257 67 77 12 Herr Mandel'];;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04103;51,33587326188;12,383308424284117;false;n;y;y;1551;8;47315;y;first_time_use;001.47315;n;A_PLUS;energy_required;environmental_thermal_energy;2;;n;;y;;district_heating;13;wohnung_miete;sophisticated;0,active;;y;134.9;6;;n;;4;4;6;AS13-2001 (WE24);negotiable;https://pictures.immobilienscout24.de/listings/59e61c18-f770-40dd-8f08-f6f0ce9b34f7-1273360331.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;4.89;16.45;4.89;;Sachsen;Leipzig;Zentrum_Südost;107962698;337;"Auguste-Schmidt-Stra&szlig;e";Auguste-Schmidt-Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;14;1888;apartment;2016;9;04103
2020-01-01 15:31:00.579123;/expose/88820432;['... in citynaher Parklage ', '* inklusive praktischer EINBAUKÜCHE zur Gratisnutzung\n* Kellerraum vorhanden\n* gepflegter grüner Hof\n* bequem mit STELLPLATZ im Hof zzgl. 30,- EUR mtl.', 'Der ÖPNV bietet Ihnen eine gute Anbindung zur City, Universität, Parkkrankenhaus, Freizeitpark Südost usw.', 'Auf Wunsch des Eigentümers bitte keine Hundehaltung in dieser Wohnung.\n\nGern vereinbaren wir einen Besichtigungstermin mit Ihnen. Sie erreichen uns unter Tel. 0177 3415292 oder 0341 24728292. Ihre Anne Schömburg'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04299;51,3207490321392;12,414666052760646;false;n;n;n;330;2;15645781;y;refurbished;001.15554399;y;;;gas;3;;y;20;y;;central_heating;6;wohnung_miete;normal;0,active;;n;49;2;;n;1;2;2;;FJ_02_W10;negotiable;https://pictures.immobilienscout24.de/listings/af0da9b3-0d56-442a-a522-61444f133242-1033396000.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;4.76;;;;Sachsen;Leipzig;Stötteritz;88820432;120;Ferdinand-Jost-Str.;Ferdinand-Jost-Str.;50 MBit/s;true;;;50 MBit/s;true;MagentaZuhause M;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/mm;https://padlock.link/iomm;telekom_layer_magenta_m;ONE_YEAR_FREE;10 MBit/s;;450;apartment;;;04299
2020-01-01 15:31:01.044760;/expose/114847877;['Diese toll geschnittene 2-Zimmer-Wohnung befindet sich im 1. Obergeschoss eines hochwertig sanierten Mehrfamilienhauses in Stötteritz.\n\nAuf knapp 65 m² Fläche bietet sie Ihnen ein großes und helles Wohnzimmer, ein geräumiges Schlafzimmer, eine separate Wohnküche mit Fenster sowie ein Tageslichtbad mit Wanne und Dusche. Über die Küche der Einheit erreichen Sie den gemütlichen West-Balkon mit Blick in den Innenhof. \nIn der Wohnung ist Laminatboden verlegt. \n\nEin Abstellraum im Treppenhaus sowie ein Kellerabteil bieten ausreichend Stauraum. \nDer hübsch gestaltete Innenhof kann von allen Mietern genutzt werden.\n\nLassen Sie sich diese Gelegenheit nicht entgehen und vereinbaren Sie gleich einen Besichtigungstermin mit unserem Vermietungsteam!\n\nWeitere Informationen finden Sie unter: www.KK-IMMOBILIEN-LEIPZIG.de!', '- Balkon\n- separate Wohnküche mit Fenster\n- Tageslichtbad mit Wanne & Dusche\n- Laminatboden\n- Stiltüren\n- Abstellkammer im Treppenhaus\n- Kellerabteil\n- gestalteter Innenhof', 'Der Stadtteil Leipzig-Stötteritz liegt ca. 4,5 km südöstlich des Zentrums. \n\nIn unmittelbarer Nähe zur Wohnung befinden sich verschiedene Einkaufsmöglichkeiten des täglichen Bedarfs sowie S-Bahn-, Straßenbahn- und Busverbindungen zum Zentrum und in andere Stadtteile. Grün- und Parkanlagen, wie der Güntz-Park oder der Wilhelm-Külz-Park, sind fußläufig erreichbar. Das Sommerbad Südost lädt zu entspannten und sonnigen Stunden im kühlen Nass ein.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04299;51,32189895327298;12,416488889981284;false;n;y;n;403.75;3;15658681;n;refurbished;002.01002863916;n;;;no_information;1;;y;;n;;central_heating;12a;wohnung_miete;no_information;0,active;;n;64.6;3;;n;;2;2;;2854;negotiable;https://pictures.immobilienscout24.de/listings/16918e4d-0cc2-4bc2-a450-d5cccab7746d-1339342488.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;4.13;14.64;4.13;;Sachsen;Leipzig;Stötteritz;114847877;142.12;"Untere Eichst&auml;dtstra&szlig;e";Untere_Eichstädtstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;545.87;apartment;;;04299
2020-01-01 15:31:01.529211;/expose/113239767;['Diese sehr helle 2-Raumwohnung befindet sich im 3. Obergeschoss eines sehr gepflegten Mehrfamilienhauses.', 'Zu den Räumlichkeiten gehören:\n- geräumiger Flur mit hellem Laminat\n- Wohn- & Schlafzimmer mit hellem Laminat\n- neues vollgefliestes innenliegendes Badezimmer mit Wanne & Waschmachinenanschluss\n- neue Küche mit Fliesenspiegel & einem Spühlmaschinenanschluss mit hochwertigem Designbelag in Fliesenoptik', 'Kleinzschocher liegt westlich der Weißen Elster, im Norden grenzt es an Plagwitz, im Nordosten und Osten an Schleußig, im Süden an Großzschocher und im Westen an Grünau.', 'Bei Interesse bitte an unten stehenden Kontakt wenden:\n\nAlexander Emil Henck\n\nTrad Immobilien GmbH\nLandgrafenstraße 15\n10787 Berlin\n\nMobil: +49 151 298 012 01\nE-Mail: a.he@trad-immobilien.de\nWeb: www.trad-immobilien.de'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04249;51,3162781201398;12,326735599401257;false;n;n;n;449;3;17946136;n;first_time_use_after_refurbishment;002.01008662528;y;;energy_consumption;natural_gas_heavy;3;;y;4032;n;90;central_heating;59;wohnung_miete;sophisticated;0,active;2019;n;60;2;;n;;2;2;;113239767;negotiable;https://pictures.immobilienscout24.de/listings/0c1fa76e-383f-40ac-a339-99ee7732f0a9-1315794471.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;3.68;15.45;3.68;;Sachsen;Leipzig;Kleinzschocher;113239767;90;"Dieskaustra&szlig;e";Dieskaustraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;131.07;629;apartment;1908;1;04249
