timestamp;URL;beschreibung;evt_count_pm_sig;ga_cd_application_requirements;ga_cd_cxp_historicallisting;ga_cd_maillead_default_shown;ga_cd_via;geo_bln;geo_krs;geo_land;geo_plz;lat;long;obj_ExclusiveExpose;obj_assistedLiving;obj_balcony;obj_barrierFree;obj_baseRent;obj_baseRentRange;obj_cId;obj_cellar;obj_condition;obj_cwId;obj_depositLink;obj_energyEfficiencyClass;obj_energyType;obj_firingTypes;obj_floor;obj_galleryAd;obj_garden;obj_groupnumber;obj_hasKitchen;obj_heatingCosts;obj_heatingType;obj_houseNumber;obj_immotype;obj_interiorQual;obj_ityp;obj_lastRefurbish;obj_lift;obj_livingSpace;obj_livingSpaceRange;obj_newlyConst;obj_noParkSpaces;obj_noRooms;obj_noRoomsRange;obj_numberOfFloors;obj_objectnumber;obj_petsAllowed;obj_picture;obj_picturecount;obj_pricetrend;obj_pricetrendbuy;obj_pricetrendrent;obj_regio1;obj_regio2;obj_regio3;obj_scoutId;obj_serviceCharge;obj_street;obj_streetPlain;obj_telekomDownloadSpeed;obj_telekomHdTelephone;obj_telekomHybridDownloadSpeed;obj_telekomHybridUploadSpeed;obj_telekomInternet;obj_telekomInternetProductAvailable;obj_telekomInternetProductName;obj_telekomInternetServices;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetUrl;obj_telekomInternetUrlMobile;obj_telekomTrackingGroup;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_thermalChar;obj_totalRent;obj_typeOfFlat;obj_yearConstructed;obj_yearConstructedRange;obj_zipCode
2020-01-02 00:06:48.573075;/expose/114340020;['Das sanierte Mehrfamilienhaus befindet sich im Stadtteil Eutritzsch. Folgt man der Delitzscher Straße bis zum Zentrum, finden Sie rechts und links Supermärkte, Einkaufsläden, Bäcker, Fleischer, Apotheken, Ärzte etc. Weiterhin ist eine Einkaufspassage im Zentrum des Viertels untergebracht. Selbst das Leipzig Städtisches Klinikum St. Georg befindet sich in unmittelbarer Nähe. Die öffentlichen Verkehrsmittel erreichen Sie zu Fuß. Somit gelangen Sie im Nu zum Arthur-Bretschneider-Park, der zur Erholung dient.\nDie hier angebotene 2-Raum Wohnungbefindet sich im 2. Obergeschoss und ist mit Laminat ausgelegt.\nDa die Wohnung derzeit bewohnt ist, handelt es sich hierbei um Referenzbilder.', 'Abstellraum, Fliesen, Hausmeisterservice, Hausreinigung, Zentralheizung, Zustand Altbau, Laminat, Kelleranteil, Bad mit Fenster, Bad mit Wanne, derzeitige Nutzung - frei/leerstehend', 'WE 05, 1.OG rechts', 'www.kks-leipzig.de'];showqualicontactform;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04129;51,3818172795629;12,389279580668436;false;n;n;n;410;3;2303;n;no_information;001.2303;n;;energy_consumption;gas;2;;n;;n;;central_heating;70;wohnung_miete;no_information;0,active;;n;64;3;n;;2;2;4;16187;no_information;https://pictures.immobilienscout24.de/listings/a3b98e77-9962-4b1b-8a8a-933029c9e542-1331871767.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;4.04;13.92;4.04;Sachsen;Leipzig;Eutritzsch;114340020;120;Schladitzer Str.;Schladitzer_Str.;16 MBit/s;true;50 MBit/s;10 MBit/s;50 MBit/s;true;MagentaZuhause M Hybrid (2);web,email,bank,music,dl-ul,game,sd,mltstr,hd;über Hybrid;WITH_HYBRID;https://padlock.link/mmhy2;https://padlock.link/mmh2sa;telekom_layer_magenta_m_hybrid2;ONE_YEAR_FREE;2,4 MBit/s;86.9;530;no_information;1913;1;04129
2020-01-02 00:06:49.416989;/expose/114340893;['Das absolut ruhig gelegene und von grün umgebene Mehrfamilienhaus befindet sich im beliebten Stadtteil Gohlis. Der Stadtteil Gohlis ist gut an den öffentlichen Nahverkehr, S-Bahn und auch Autobahnen angebunden. In unmittelbarer Nähe gibt es viele Einkaufsmöglichkeiten und öffentliche Einrichtungen. \nStellplatz-Anmietung ist für 40,- EUR/ monatlich möglich und wirklich praktisch!', 'Abstellraum, Bad mit Wanne, Balkon, Bad mit Fenster, Parkett, derzeitige Nutzung - frei werdend, Gartenmitbenutzung, Hausmeisterservice, Hausreinigung, Haustiere erlaubt, Kelleranteil, Stellplatz: Freiplatz', '3.OG rechts WE 06', 'www.kks-leipzig.de'];showqualicontactform;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04157;51,3706583038927;12,374775894737507;false;n;y;n;425;3;2303;n;no_information;001.2303;n;;energy_consumption;gas;3;;n;;n;;;18;wohnung_miete;no_information;0,active;;n;56.74;2;n;1;2;2;4;16227;no_information;https://pictures.immobilienscout24.de/listings/fb242b5d-3df9-4326-a24b-4cf2400354cc-1337747257.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;4.07;14.7;4.07;Sachsen;Leipzig;Gohlis_Mitte;114340893;120;"Otto- Adam- Stra&szlig;e";Otto-_Adam-_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;136.6;545;no_information;1992;5;04157
2020-01-02 00:06:55.456635;/expose/114336738;['\nich biete an, ab sofort: 1-Zimmer-Wohnung ca. 35 qm, möbliert,  in Leipzig Stadtteil Plaußig, für 400 € inclusive Betriebskosten (Gasheizung, Strom und Wasser pauschal incl) bei Mietdauer bis 6 Monate.\nBei längerer Dauer:  280,- Grundmiete, 70,- NK-VZ, zuzüglich Strom und Wasserkosten auf eig. Rechnung.\n\nDie Wohnung hat \n\n- eine Wohnküche mit Eckbank-Sitzplatz,  Küchenzeile mit gr. Kühlschrank, Geschirrspülmaschine und Herd + 1 Kleiderschrank, \n\n- ein Wohnzimmer mit bequemer Schlafcouch (doppel) + Schrank und 2 Kommoden und Phonoecke\n\n- ein großes Bad mit Dusche und Fenster. \n\nSie befindet sich in den Gebäuden eines ehemaligen Bauernhofs, in dem 5 weitere Parteien in 2 Häusern leben.\nSie ist im Erdgeschoss (Hochparterre) und hat einen eigenen Eingang zum Hof hin. Die Fenster gehen zur Straße hinaus, außer dem Badfenster (zum Hof) , sind aber gut schallisoliert.\n\nVor dem Haus gibt es immer eine Parkgelegenheit. In unmittelbarer Nähe liegt die Bushaltestelle zur Innenstadt (9 km) . Falls Sie lieber Fahrrad fahren, besteht Gelegenheit zum Unterstellen. Im Hof kann man gemütlich sitzen bis ins Grüne sind es auch nur ein paar Schritte.\n', 'möbliert', 'dörflich, aber noch zum Stadtgebiet gehörend (9km bis Zentrum)', 'Mietbefristung\nbesonders geeignet für Praktikanten/Zeitarbeiter \nNähe BMW-Werk'];showqualicontactform;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04349;51,39257915118156;12,457069258143973;false;n;n;n;280;1;18500654;n;first_time_use_after_refurbishment;009.b97bd9e4-cce9-4f13-8ddf-902ed963479e;y;G;energy_required;natural_gas_light;1;;n;;y;;gas_heating;33a;wohnung_miete;normal;0,active;2018;n;35;1;n;;1;1;2;fcc12e1e-a146-4d2c-9763-025c127a5986;no;https://pictures.immobilienscout24.de/listings/f20b39af-59e2-4fcd-8a7d-2e0860d0ddc2-1331830331.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;3.56;13.6;3.56;Sachsen;Leipzig;Plaußig_Portitz;114336738;70;"Plau&szlig;iger Dorfstra&szlig;e";Plaußiger_Dorfstraße;16 MBit/s;true;50 MBit/s;10 MBit/s;50 MBit/s;true;MagentaZuhause M Hybrid (2);web,email,bank,music,dl-ul,game,sd,mltstr,hd;über Hybrid;WITH_HYBRID;https://padlock.link/mmhy2;https://padlock.link/mmh2sa;telekom_layer_magenta_m_hybrid2;ONE_YEAR_FREE;2,4 MBit/s;229.3;350;raised_ground_floor;1900;1;04349
2020-01-02 00:06:56.351154;/expose/114342848;['Die William-Zipperer-Str. 105 ist ein gepflegtes Mehrfamilienhaus mit Hinterhaus und einem großflächigen Innenhof.', 'Die Wohnung ist mit Laminat ausgestattet und sehr hell. Vom großzügigen, offenen Küchenbereich gelangt man in den Wohnbereich und von dort auf die wunderschöne Terrasse mit Blick zum Innenhof. Das Badezimmer verfügt über eine Badewanne.', 'Das schöne Stadtzentrum ist mit öffentlichen Verkehrsmitteln in 15 min erreicht. Die Infrastruktur mit mehreren Einkaufsmöglichkeiten, Schulen, Kindergärten und vielen gastronomischen Einrichtungen ist nahezu perfekt. \nNaturliebhaber finden im nahegelegenen Leutzscher Holz jede Menge Erholungsmöglichkeiten.', 'Rufen Sie an und vereinbaren mit uns einen Besichtigungstermin. \n\nIhr freundliches NABERGO-Team!!!'];;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04179;51,34601358066013;12,319866936473629;false;n;y;n;404;3;4320989;y;fully_renovated;001.4320989;y;NO_INFORMATION;energy_consumption;;0;;y;1;n;;central_heating;105;wohnung_miete;normal;0,active;;n;57.68;2;n;;2;2;4;114342848;negotiable;https://pictures.immobilienscout24.de/listings/28c64253-714c-4150-8f51-237401447c8f-1331916301.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;3.51;13.6;3.51;Sachsen;Leipzig;Leutzsch;114342848;131;William Zipperer Strasse;William_Zipperer_Strasse;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;100.3;535;ground_floor;1899;1;04179
2020-01-02 00:07:02.350490;/expose/114343756;['Die angebotene 3-Raum Wohnung befindet sich in einem gepflegten Altbau im beliebten Stadtteil Leipzig-Gohlis, ganz in der Nähe des Bretschneider Parks.', 'In der Wohnung ist Laminat verlegt. Gleichzeitig ist eine Einbauküche vorhanden. Die Wohnung ist hell und ebenfalls für eine WG geeignet.', 'Der beliebte Stadtteil Leipzig-Gohlis befindet sich nördlich vom Stadtzentrum und ist mit den öffentlichen Verkehrsmitteln gut zu erreichen. Sie finden viele Freizeit-/ und Einkaufsmöglichkeiten fußläufig. ', 'Gern können Sie mit uns kurzfristig einen Besichtigungstermin vereinbaren.'];;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04157;51,3676316021404;12,372258512303091;false;n;n;n;519;4;4320989;y;fully_renovated;001.4320989;y;F;energy_consumption;gas;3;;n;1;y;;central_heating;6;wohnung_miete;normal;0,active;;n;78.31;3;n;;3;3;4;114343756;negotiable;https://pictures.immobilienscout24.de/listings/92170293-e8b0-40b7-80fe-c73509862d63-1331926719.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;4.07;14.7;4.07;Sachsen;Leipzig;Gohlis_Mitte;114343756;200;Corinthstrasse;Corinthstrasse;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;198.3;719;apartment;1899;1;04157
2020-01-02 00:07:03.310826;/expose/114338118;['Sanierter Altbau mit Charme. Das Wohnzimmer und das Schlafzimmer sind geräumig. Die Küche ist mit einer Einbauküche ausgestattet. Das innenliegende Bad verfügt über eine Dusche.', '- Laminat in den Räumen\n- Fliesenboden in der Küche\n- innenliegendes Bad mit Dusche', '- Leipzig-Möckern\n- zentrale Lage\n- direkte Anbindung zu den öffentlichen Verkehrsmitteln\n- viele Einkaufsmöglichkeiten', 'Gern vereinbaren wir mit Ihnen einen Besichtigungstermin unter 0341 - 256 594 547. \n\nSollte es sich hierbei nicht um Ihre Traumwohnung handeln, rufen Sie dennoch an. Wir finden auch für Sie die passende Wohnung.'];showqualicontactform;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04159;51,3708373862988;12,336726739909329;false;n;n;n;434;3;15702674;y;refurbished;002.01002851216;y;;energy_consumption;gas;3;disabled;n;;n;75;no_information;5;wohnung_miete;normal;0,active;;n;64.74;3;n;;3;3;5;114338118;no_information;https://pictures.immobilienscout24.de/listings/f490ab28-4e17-4aa8-b9bc-20d957836c4d-1331885513.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;3.8;14.48;3.8;Sachsen;Leipzig;Möckern;114338118;75;"Elli-Voigt-Stra&szlig;e";Elli-Voigt-Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;124;584;apartment;1900;1;04159
2020-01-02 00:07:09.296651;/expose/114343238;['Es handelt sich hier um ein Mehrfamilienhaus (Vorderhaus) mit 8 Wohneinheiten und einem dazugehörigen Hinterhaus mit 6 Wohneinheiten. Das Vorder- und Hinterhaus trennt ein für alle Mieter nutzbarer begrünter Innenhof.', 'Die angebotene Wohnung befindet sich im 3. OG des Vorderhauses.  So verfügt die Wohnung über ein einzigartiges Raumgefühl mit viel Platz im kombinierten Wohn- und Küchenbereich (Küche mit EBK).  Außer das Bad sind alle Räume mit hellem Laminat ausgestattet. Insgesamt ist die Wohnung sehr lichtdurchflutet.', 'Die Kasseler Straße  liegt im Stadtteil Gohlis-Süd und ist eine ruhige Seitenstraße. Einkaufsmöglichkeiten sowie öffentliche Verkehrsmittel sind fußläufig schnell erreichbar. \nDas nahegelegene Rosenthal lädt zu ausgedehnten Spaziergängen ein.', 'Bitte vereinbaren Sie mit dem freundlichen NABERGO-TEAM einen Besichtigungstermin. \n\nWir freuen uns auf Sie!!!!'];;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04155;51,3630459722173;12,35952559815217;false;n;n;n;409;3;4320989;n;well_kept;001.4320989;y;E;energy_consumption;gas;3;;y;1;y;;central_heating;16;wohnung_miete;normal;0,active;;n;54.5;2;n;;2;2;4;114343238;negotiable;https://pictures.immobilienscout24.de/listings/a2e3bbc4-4e88-42a3-81e5-1b611ec22b5b-1331920442.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;4.02;14.2;4.02;Sachsen;Leipzig;Gohlis_Süd;114343238;170;"Kasseler Stra&szlig;e";Kasseler_Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;149.3;579;apartment;1888;1;04155
2020-01-02 00:07:10.610766;/expose/114333494;"['Unsere Wohnanlage liegt in der Leipziger Südvorstadt, in unmittelbarer Nähe zur\xa0HTWK. Der Stadtteil erstreckt sich unweit des Leipziger Zentrums bis nach Connewitz. Die öffentliche Verkehrsanbindung ist ausgezeichnet. Einkaufsmöglichkeiten, Schulen, Kindergärten und Arztpraxen sind im Stadtteil zahlreich vorhanden. Viel Natur gibt es mit dem Fockeberg, dem südlichen Auenwald mit dem Wildpark direkt vor Ihrer Haustür. Das Gebäude aus den 1950-er Jahren wurde in den letzten Monaten komplett saniert und modernisiert. Für diese Wohnung wird das ""Förderprogramm gebundener Mietwohnraum"" des Freistaates Sachsen genutzt. Für die Anmietung der Wohnung benötigen Sie daher den weißen Wohnberechtigungsschein.', 'gute Verkehrsanbindung Bus, Bahn']";showqualicontactform;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04275;51,315094454552;12,37542720205453;true;n;y;n;273.19;1;17773;n;no_information;001.17773;y;;;no_information;3;disabled;n;;n;74.38;central_heating;41;wohnung_miete;no_information;0,active;;n;49.58;2;n;;2;2;5;1000.00040803.00001017;negotiable;https://pictures.immobilienscout24.de/listings/82a0dfaa-cf7e-4086-bd3d-2b505dfb7777-1342911066.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;4.5;16.11;4.5;Sachsen;Leipzig;Südvorstadt;114333494;85.47;Richard-Lehmann-Str.;Richard-Lehmann-Str.;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;433.04;no_information;1959;2;04275
2020-01-02 00:07:16.455662;/expose/114334734;['Das sanierte Objekt liegt im Südosten Leipzigs, im Stadtteil Stötteritz. In der Nähe befindet sich das Stötteritzer Wäldchen. Man hat also einen wunderschönen Blick auf den Park. Die Wohnung ist mit Laminat ausgestattet und verfügt über eine Einabuküche sowie ein Tageslichtbad mit Badewanne.', 'Abstellraum, Bad mit Wanne, Bad mit Fenster, Einbauküche, Balkon, derzeitige Nutzung - frei werdend, Fliesen, Gartenmitbenutzung, Hausmeisterservice, Hausreinigung, Haustiere erlaubt, Zentralheizung, Laminat', '2.OG rechts WE 05', 'www.kks-leipzig.de'];showqualicontactform;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04299;51,32133019546879;12,426018782526814;false;n;y;n;450;3;2303;n;no_information;001.2303;n;;;no_information;;;n;;y;;central_heating;20 A;wohnung_miete;no_information;0,active;;n;65.95;3;n;;2;2;;16199;no_information;https://pictures.immobilienscout24.de/listings/343f6bdb-db69-461f-9898-2d2a2e04e09c-1331795063.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;4.13;14.64;4.13;Sachsen;Leipzig;Stötteritz;114334734;140;Oberdorfstr.;Oberdorfstr.;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;590;no_information;1900;1;04299
2020-01-02 00:07:17.317343;/expose/114333492;"['Unsere Wohnanlage liegt in der Leipziger Südvorstadt, in unmittelbarer Nähe zur\xa0HTWK. Der Stadtteil erstreckt sich unweit des Leipziger Zentrums bis nach Connewitz. Einkaufsmöglichkeiten, Schulen, Kindergärten und Arztpraxen sind im Stadtteil zahlreich vorhanden. Viel Natur gibt es mit dem Fockeberg, dem südlichen Auenwald mit dem Wildpark sowie kleineren Parks im Wohngebiet direkt vor Ihrer Haustür. Das Gebäude aus den 1950-er Jahren wurde in den letzten Monaten komplett saniert und modernisiert. Für diese Wohnung wird das ""Förderprogramm gebundener Mietwohnraum"" des Freistaates Sachsen genutzt. Für die Anmietung der Wohnung benötigen Sie daher den weißen Wohnberechtigungsschein.', 'gute Verkehrsanbindung Bus, Bahn']";showqualicontactform;profile0;false;true;standard;Sachsen;Leipzig;Deutschland;04275;51,315094454552;12,37542720205453;true;n;y;n;273.19;1;17773;n;no_information;001.17773;y;;;no_information;0;disabled;n;;n;74.38;central_heating;41;wohnung_miete;no_information;0,active;;n;49.58;2;n;;2;2;5;1000.00040803.00001011;negotiable;https://pictures.immobilienscout24.de/listings/83acb720-6815-43b5-9c71-886c75ccf888-1342911042.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;4.5;16.11;4.5;Sachsen;Leipzig;Südvorstadt;114333492;85.47;Richard-Lehmann-Str.;Richard-Lehmann-Str.;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;433.04;ground_floor;1959;2;04275
